189,500.0,2000.0,1000.0
190,500.0,2000.0,1000.0
191,500.0,2000.0,1000.0
192,500.0,2000.0,1000.0
193,500.0,2000.0,1000.0
194,500.0,2000.0,1000.0
195,500.0,2000.0,1000.0
196,500.0,2000.0,1000.0
197,50.0,2000.0,1000.0
198,500.0,2000.0,1000.0
199,800.0,2000.0,1000.0
200,800.0,2000.0,1000.0
201,800.0,2000.0,1000.0
202,300.0,2000.0,1000.0
203,300.0,2000.0,1000.0
204,300.0,2000.0,1000.0
205,300.0,2000.0,1000.0

189,50.0,2000.0,1000.0
190,50.0,2000.0,1000.0
191,50.0,2000.0,1000.0
192,50.0,2000.0,1000.0
193,50.0,2000.0,1000.0
194,50.0,2000.0,1000.0
195,50.0,2000.0,1000.0
196,50.0,2000.0,1000.0
197,50.0,2000.0,1000.0
198,50.0,2000.0,1000.0
199,50.0,2000.0,1000.0
200,50.0,2000.0,1000.0
201,50.0,2000.0,1000.0
202,30.0,2000.0,1000.0
203,30.0,2000.0,1000.0
204,30.0,2000.0,1000.0
205,30.0,2000.0,1000.0

189,0.0,2000.0,1000.0
190,0.0,2000.0,1000.0
191,0.0,2000.0,1000.0
192,0.0,2000.0,1000.0
193,0.0,2000.0,1000.0
194,0.0,2000.0,1000.0
195,0.0,2000.0,1000.0
196,0.0,2000.0,1000.0
197,0.0,2000.0,1000.0
198,0.0,2000.0,1000.0
199,0.0,2000.0,1000.0
200,0.0,2000.0,1000.0
201,0.0,2000.0,1000.0
202,0.0,2000.0,1000.0
203,0.0,2000.0,1000.0
204,0.0,2000.0,1000.0
205,0.0,2000.0,1000.0

